layer,head,target_index,target_token,mean_attention_toward,max_attention_toward,example_id,n_shots,prompt
0,4,5,0,0.08561743795871735,0.9509788155555725,521,0,Is 7740 > 2273? Answer:
0,4,6, >,0.07944755256175995,0.8960064649581909,521,0,Is 7740 > 2273? Answer:
0,4,8,2,0.07232753187417984,0.9931275844573975,521,0,Is 7740 > 2273? Answer:
0,4,9,2,0.06827934086322784,0.9491578936576843,521,0,Is 7740 > 2273? Answer:
0,4,10,7,0.06933285295963287,0.980732798576355,521,0,Is 7740 > 2273? Answer:
0,4,11,3,0.07658098638057709,0.9815136790275574,521,0,Is 7740 > 2273? Answer:
0,5,2,7,0.0979270190000534,0.9846567511558533,521,0,Is 7740 > 2273? Answer:
0,5,3,7,0.0693662241101265,0.9196170568466187,521,0,Is 7740 > 2273? Answer:
0,5,4,4,0.06395711749792099,0.8902086615562439,521,0,Is 7740 > 2273? Answer:
0,5,5,0,0.027568625286221504,0.32115617394447327,521,0,Is 7740 > 2273? Answer:
0,5,6, >,0.05700170621275902,0.5110668540000916,521,0,Is 7740 > 2273? Answer:
0,5,8,2,0.09603427350521088,0.9675989747047424,521,0,Is 7740 > 2273? Answer:
0,5,9,2,0.06448161602020264,0.8602364659309387,521,0,Is 7740 > 2273? Answer:
0,5,10,7,0.06328509002923965,0.9102644920349121,521,0,Is 7740 > 2273? Answer:
0,5,11,3,0.010632569901645184,0.14394426345825195,521,0,Is 7740 > 2273? Answer:
0,6,2,7,0.03568945452570915,0.11652065068483353,521,0,Is 7740 > 2273? Answer:
0,6,3,7,0.029366636648774147,0.08082138001918793,521,0,Is 7740 > 2273? Answer:
0,6,4,4,0.0239262618124485,0.0571163147687912,521,0,Is 7740 > 2273? Answer:
0,6,5,0,0.04701730236411095,0.13322246074676514,521,0,Is 7740 > 2273? Answer:
0,6,6, >,0.09045293182134628,0.2569328546524048,521,0,Is 7740 > 2273? Answer:
0,6,8,2,0.022205881774425507,0.0881284773349762,521,0,Is 7740 > 2273? Answer:
0,6,9,2,0.017182830721139908,0.0729588195681572,521,0,Is 7740 > 2273? Answer:
0,6,10,7,0.00862987618893385,0.048186104744672775,521,0,Is 7740 > 2273? Answer:
0,6,11,3,0.009427559562027454,0.06192021444439888,521,0,Is 7740 > 2273? Answer:
0,7,2,7,0.145077645778656,0.6811813712120056,521,0,Is 7740 > 2273? Answer:
0,7,3,7,0.056633494794368744,0.30572637915611267,521,0,Is 7740 > 2273? Answer:
0,7,4,4,0.04921061173081398,0.2770293354988098,521,0,Is 7740 > 2273? Answer:
0,7,5,0,0.06113646924495697,0.33554258942604065,521,0,Is 7740 > 2273? Answer:
0,7,6, >,0.0679541528224945,0.38645434379577637,521,0,Is 7740 > 2273? Answer:
0,7,8,2,0.08365213871002197,0.49461546540260315,521,0,Is 7740 > 2273? Answer:
0,7,9,2,0.03938164934515953,0.3645307719707489,521,0,Is 7740 > 2273? Answer:
0,7,10,7,0.008956704288721085,0.08386455476284027,521,0,Is 7740 > 2273? Answer:
0,7,11,3,0.006606440059840679,0.0632258728146553,521,0,Is 7740 > 2273? Answer:
0,8,2,7,0.06563559919595718,0.14479464292526245,521,0,Is 7740 > 2273? Answer:
0,8,3,7,0.06059235706925392,0.14854136109352112,521,0,Is 7740 > 2273? Answer:
0,8,4,4,0.06471886485815048,0.269069105386734,521,0,Is 7740 > 2273? Answer:
0,8,5,0,0.0410052128136158,0.17325685918331146,521,0,Is 7740 > 2273? Answer:
0,8,6, >,0.06638359278440475,0.18368671834468842,521,0,Is 7740 > 2273? Answer:
0,8,8,2,0.026955552399158478,0.1187787726521492,521,0,Is 7740 > 2273? Answer:
0,8,9,2,0.019484980031847954,0.10470438748598099,521,0,Is 7740 > 2273? Answer:
0,8,10,7,0.014779054559767246,0.1331023871898651,521,0,Is 7740 > 2273? Answer:
0,8,11,3,0.010860194452106953,0.08351032435894012,521,0,Is 7740 > 2273? Answer:
0,9,2,7,0.019334686920046806,0.08642186224460602,521,0,Is 7740 > 2273? Answer:
0,9,3,7,0.024984462186694145,0.10356359928846359,521,0,Is 7740 > 2273? Answer:
0,9,4,4,0.026240285485982895,0.15731462836265564,521,0,Is 7740 > 2273? Answer:
0,9,5,0,0.029392357915639877,0.2517830729484558,521,0,Is 7740 > 2273? Answer:
0,9,6, >,0.16741834580898285,0.7590145468711853,521,0,Is 7740 > 2273? Answer:
0,9,8,2,0.011171174235641956,0.05823492258787155,521,0,Is 7740 > 2273? Answer:
0,9,9,2,0.016451459378004074,0.10196477174758911,521,0,Is 7740 > 2273? Answer:
0,9,10,7,0.021596478298306465,0.15841154754161835,521,0,Is 7740 > 2273? Answer:
0,9,11,3,0.011175733990967274,0.08046046644449234,521,0,Is 7740 > 2273? Answer:
0,10,2,7,0.0665188655257225,0.9609537124633789,521,0,Is 7740 > 2273? Answer:
0,10,3,7,0.06698932498693466,0.9692155122756958,521,0,Is 7740 > 2273? Answer:
0,10,4,4,0.07046888023614883,0.9767919182777405,521,0,Is 7740 > 2273? Answer:
0,10,5,0,0.02813890017569065,0.3505536913871765,521,0,Is 7740 > 2273? Answer:
0,10,6, >,0.10068521648645401,0.8706519603729248,521,0,Is 7740 > 2273? Answer:
0,10,8,2,0.06598523259162903,0.9538884162902832,521,0,Is 7740 > 2273? Answer:
0,10,9,2,0.06751201301813126,0.969682514667511,521,0,Is 7740 > 2273? Answer:
0,10,10,7,0.0670163556933403,0.9584636688232422,521,0,Is 7740 > 2273? Answer:
0,10,11,3,0.02442837506532669,0.21136079728603363,521,0,Is 7740 > 2273? Answer:
0,11,2,7,0.03898918628692627,0.15339867770671844,521,0,Is 7740 > 2273? Answer:
0,11,3,7,0.03542676940560341,0.15492507815361023,521,0,Is 7740 > 2273? Answer:
0,11,4,4,0.03460682928562164,0.16149020195007324,521,0,Is 7740 > 2273? Answer:
0,11,5,0,0.011412966065108776,0.08587305247783661,521,0,Is 7740 > 2273? Answer:
0,11,6, >,0.14304377138614655,0.9945467710494995,521,0,Is 7740 > 2273? Answer:
0,11,8,2,0.020521868020296097,0.08934349566698074,521,0,Is 7740 > 2273? Answer:
0,11,9,2,0.01725403405725956,0.09262611716985703,521,0,Is 7740 > 2273? Answer:
0,11,10,7,0.01412250380963087,0.11483003944158554,521,0,Is 7740 > 2273? Answer:
0,11,11,3,0.010922504588961601,0.122842937707901,521,0,Is 7740 > 2273? Answer:
0,12,2,7,0.06665689498186111,0.9997960925102234,521,0,Is 7740 > 2273? Answer:
0,12,3,7,0.06666652113199234,0.9999628067016602,521,0,Is 7740 > 2273? Answer:
0,12,4,4,0.06667674332857132,0.9999890327453613,521,0,Is 7740 > 2273? Answer:
0,12,5,0,0.06666705012321472,0.9999663829803467,521,0,Is 7740 > 2273? Answer:
0,12,6, >,0.0666782557964325,0.9999760389328003,521,0,Is 7740 > 2273? Answer:
0,12,8,2,0.06666000187397003,0.9998764991760254,521,0,Is 7740 > 2273? Answer:
0,12,9,2,0.06666836887598038,0.9999603033065796,521,0,Is 7740 > 2273? Answer:
0,12,10,7,0.06665435433387756,0.9998025298118591,521,0,Is 7740 > 2273? Answer:
0,12,11,3,0.06666960567235947,0.9999655485153198,521,0,Is 7740 > 2273? Answer:
0,13,2,7,0.06731238961219788,0.9997389912605286,521,0,Is 7740 > 2273? Answer:
0,13,3,7,0.06729432195425034,0.9989132881164551,521,0,Is 7740 > 2273? Answer:
0,13,4,4,0.06767337769269943,0.9994252920150757,521,0,Is 7740 > 2273? Answer:
0,13,5,0,0.06818605959415436,0.9988303780555725,521,0,Is 7740 > 2273? Answer:
0,13,6, >,0.06971419602632523,0.7851560711860657,521,0,Is 7740 > 2273? Answer:
0,13,8,2,0.06722520291805267,0.999650239944458,521,0,Is 7740 > 2273? Answer:
0,13,9,2,0.06722722202539444,0.9977473616600037,521,0,Is 7740 > 2273? Answer:
0,13,10,7,0.0674537643790245,0.9965741634368896,521,0,Is 7740 > 2273? Answer:
0,13,11,3,0.06755891442298889,0.9994615912437439,521,0,Is 7740 > 2273? Answer:
0,14,2,7,0.07780121266841888,0.4559957981109619,521,0,Is 7740 > 2273? Answer:
0,14,3,7,0.0603211410343647,0.36049988865852356,521,0,Is 7740 > 2273? Answer:
0,14,4,4,0.05905710905790329,0.3838168680667877,521,0,Is 7740 > 2273? Answer:
0,14,5,0,0.03405589982867241,0.34633487462997437,521,0,Is 7740 > 2273? Answer:
0,14,6, >,0.12939265370368958,0.6413812041282654,521,0,Is 7740 > 2273? Answer:
0,14,8,2,0.05108583718538284,0.2953132390975952,521,0,Is 7740 > 2273? Answer:
0,14,9,2,0.04107731208205223,0.2521418333053589,521,0,Is 7740 > 2273? Answer:
0,14,10,7,0.021354621276259422,0.17744804918766022,521,0,Is 7740 > 2273? Answer:
0,14,11,3,0.013796797953546047,0.17337064445018768,521,0,Is 7740 > 2273? Answer:
0,15,2,7,0.019687404856085777,0.04880871623754501,521,0,Is 7740 > 2273? Answer:
0,15,3,7,0.019145239144563675,0.05105440691113472,521,0,Is 7740 > 2273? Answer:
0,15,4,4,0.01597270928323269,0.057701461017131805,521,0,Is 7740 > 2273? Answer:
0,15,5,0,0.014812812209129333,0.04098203033208847,521,0,Is 7740 > 2273? Answer:
0,15,6, >,0.07312610745429993,0.23541252315044403,521,0,Is 7740 > 2273? Answer:
0,15,8,2,0.0057033877819776535,0.030773021280765533,521,0,Is 7740 > 2273? Answer:
0,15,9,2,0.005087986588478088,0.028807412832975388,521,0,Is 7740 > 2273? Answer:
0,15,10,7,0.007613402791321278,0.04412439465522766,521,0,Is 7740 > 2273? Answer:
0,15,11,3,0.005349000915884972,0.043596528470516205,521,0,Is 7740 > 2273? Answer:
1,0,2,7,0.07221674919128418,0.6587344408035278,521,0,Is 7740 > 2273? Answer:
1,0,3,7,0.06899657100439072,0.6094686388969421,521,0,Is 7740 > 2273? Answer:
1,0,4,4,0.08090589940547943,0.6764760613441467,521,0,Is 7740 > 2273? Answer:
1,0,5,0,0.07714395225048065,0.5648490786552429,521,0,Is 7740 > 2273? Answer:
1,0,6, >,0.05624918267130852,0.5040959715843201,521,0,Is 7740 > 2273? Answer:
1,0,8,2,0.06591007113456726,0.5517381429672241,521,0,Is 7740 > 2273? Answer:
1,0,9,2,0.06595156341791153,0.5459655523300171,521,0,Is 7740 > 2273? Answer:
1,0,10,7,0.0509999580681324,0.48564329743385315,521,0,Is 7740 > 2273? Answer:
1,0,11,3,0.06890298426151276,0.6011853814125061,521,0,Is 7740 > 2273? Answer:
1,1,2,7,0.06521312147378922,0.7917340397834778,521,0,Is 7740 > 2273? Answer:
1,1,3,7,0.06679258495569229,0.8127065896987915,521,0,Is 7740 > 2273? Answer:
1,1,4,4,0.06596683710813522,0.8116270303726196,521,0,Is 7740 > 2273? Answer:
1,1,5,0,0.06892681866884232,0.8208355903625488,521,0,Is 7740 > 2273? Answer:
1,1,6, >,0.06417502462863922,0.7760964035987854,521,0,Is 7740 > 2273? Answer:
1,1,8,2,0.06752638518810272,0.7976691126823425,521,0,Is 7740 > 2273? Answer:
1,1,9,2,0.06726641952991486,0.8004605174064636,521,0,Is 7740 > 2273? Answer:
1,1,10,7,0.06419415771961212,0.7752631902694702,521,0,Is 7740 > 2273? Answer:
1,1,11,3,0.06911012530326843,0.8253092169761658,521,0,Is 7740 > 2273? Answer:
1,2,2,7,0.13867057859897614,0.4293343126773834,521,0,Is 7740 > 2273? Answer:
1,2,3,7,0.08881819993257523,0.24790874123573303,521,0,Is 7740 > 2273? Answer:
1,2,4,4,0.08943716436624527,0.2550460994243622,521,0,Is 7740 > 2273? Answer:
1,2,5,0,0.06689271330833435,0.20530125498771667,521,0,Is 7740 > 2273? Answer:
1,2,6, >,0.0372798815369606,0.11906745284795761,521,0,Is 7740 > 2273? Answer:
1,2,8,2,0.05611414089798927,0.2028954178094864,521,0,Is 7740 > 2273? Answer:
1,2,9,2,0.04419642686843872,0.19561858475208282,521,0,Is 7740 > 2273? Answer:
1,2,10,7,0.03599097207188606,0.1805398166179657,521,0,Is 7740 > 2273? Answer:
1,2,11,3,0.042308028787374496,0.1936282217502594,521,0,Is 7740 > 2273? Answer:
1,3,2,7,0.14983312785625458,0.30859434604644775,521,0,Is 7740 > 2273? Answer:
1,3,3,7,0.09653789550065994,0.18534031510353088,521,0,Is 7740 > 2273? Answer:
1,3,4,4,0.07909389585256577,0.12843309342861176,521,0,Is 7740 > 2273? Answer:
1,3,5,0,0.05421275272965431,0.09836132824420929,521,0,Is 7740 > 2273? Answer:
1,3,6, >,0.03785230964422226,0.07909227907657623,521,0,Is 7740 > 2273? Answer:
1,3,8,2,0.044866953045129776,0.1361604630947113,521,0,Is 7740 > 2273? Answer:
1,3,9,2,0.029626723378896713,0.10737518221139908,521,0,Is 7740 > 2273? Answer:
1,3,10,7,0.02110670879483223,0.08288706839084625,521,0,Is 7740 > 2273? Answer:
1,3,11,3,0.01084047369658947,0.047272782772779465,521,0,Is 7740 > 2273? Answer:
1,4,2,7,0.0830063670873642,0.38921618461608887,521,0,Is 7740 > 2273? Answer:
1,4,3,7,0.06616944819688797,0.36816808581352234,521,0,Is 7740 > 2273? Answer:
1,4,4,4,0.09890014678239822,0.5614427924156189,521,0,Is 7740 > 2273? Answer:
1,4,5,0,0.07278987765312195,0.3044508397579193,521,0,Is 7740 > 2273? Answer:
1,4,6, >,0.06992459297180176,0.46997514367103577,521,0,Is 7740 > 2273? Answer:
1,4,8,2,0.04686962813138962,0.2009996473789215,521,0,Is 7740 > 2273? Answer:
1,4,9,2,0.04116032272577286,0.22937864065170288,521,0,Is 7740 > 2273? Answer:
1,4,10,7,0.029523389413952827,0.22760604321956635,521,0,Is 7740 > 2273? Answer:
1,4,11,3,0.03862309083342552,0.2839523255825043,521,0,Is 7740 > 2273? Answer:
1,5,2,7,0.09052707254886627,0.3579171299934387,521,0,Is 7740 > 2273? Answer:
1,5,3,7,0.07402794808149338,0.276991605758667,521,0,Is 7740 > 2273? Answer:
1,5,4,4,0.07065512239933014,0.27791815996170044,521,0,Is 7740 > 2273? Answer:
1,5,5,0,0.06368362903594971,0.2632428705692291,521,0,Is 7740 > 2273? Answer:
1,5,6, >,0.057598210871219635,0.23277278244495392,521,0,Is 7740 > 2273? Answer:
1,5,8,2,0.06629233062267303,0.27918118238449097,521,0,Is 7740 > 2273? Answer:
1,5,9,2,0.0549352765083313,0.232954204082489,521,0,Is 7740 > 2273? Answer:
1,5,10,7,0.049253713339567184,0.25653180480003357,521,0,Is 7740 > 2273? Answer:
1,5,11,3,0.04094545543193817,0.24726049602031708,521,0,Is 7740 > 2273? Answer:
1,6,2,7,0.13586576282978058,0.5072675943374634,521,0,Is 7740 > 2273? Answer:
1,6,3,7,0.09445849806070328,0.364928662776947,521,0,Is 7740 > 2273? Answer:
1,6,4,4,0.09306370466947556,0.3101954758167267,521,0,Is 7740 > 2273? Answer:
1,6,5,0,0.06326726078987122,0.19980043172836304,521,0,Is 7740 > 2273? Answer:
1,6,6, >,0.05144169181585312,0.18777738511562347,521,0,Is 7740 > 2273? Answer:
1,6,8,2,0.07129610329866409,0.2879995107650757,521,0,Is 7740 > 2273? Answer:
1,6,9,2,0.04799889028072357,0.2191074788570404,521,0,Is 7740 > 2273? Answer:
1,6,10,7,0.04425448924303055,0.19118903577327728,521,0,Is 7740 > 2273? Answer:
1,6,11,3,0.030546579509973526,0.1506613940000534,521,0,Is 7740 > 2273? Answer:
1,7,2,7,0.11366848647594452,0.35898634791374207,521,0,Is 7740 > 2273? Answer:
1,7,3,7,0.09036906808614731,0.21281270682811737,521,0,Is 7740 > 2273? Answer:
1,7,4,4,0.09978766739368439,0.26443055272102356,521,0,Is 7740 > 2273? Answer:
1,7,5,0,0.05587538331747055,0.17265474796295166,521,0,Is 7740 > 2273? Answer:
1,7,6, >,0.042255084961652756,0.14040730893611908,521,0,Is 7740 > 2273? Answer:
1,7,8,2,0.038114938884973526,0.1303480565547943,521,0,Is 7740 > 2273? Answer:
1,7,9,2,0.0324782058596611,0.11957144737243652,521,0,Is 7740 > 2273? Answer:
1,7,10,7,0.03485642001032829,0.1817353069782257,521,0,Is 7740 > 2273? Answer:
1,7,11,3,0.033872418105602264,0.1673537641763687,521,0,Is 7740 > 2273? Answer:
1,8,2,7,0.11145207285881042,0.33101457357406616,521,0,Is 7740 > 2273? Answer:
1,8,3,7,0.0769750103354454,0.21489521861076355,521,0,Is 7740 > 2273? Answer:
1,8,4,4,0.08852919191122055,0.26111531257629395,521,0,Is 7740 > 2273? Answer:
1,8,5,0,0.07490383833646774,0.2748464345932007,521,0,Is 7740 > 2273? Answer:
1,8,6, >,0.044047288596630096,0.16931863129138947,521,0,Is 7740 > 2273? Answer:
1,8,8,2,0.055385954678058624,0.19776977598667145,521,0,Is 7740 > 2273? Answer:
1,8,9,2,0.045370474457740784,0.20875827968120575,521,0,Is 7740 > 2273? Answer:
1,8,10,7,0.04837445914745331,0.22277924418449402,521,0,Is 7740 > 2273? Answer:
1,8,11,3,0.036364637315273285,0.20501121878623962,521,0,Is 7740 > 2273? Answer:
1,9,2,7,0.08153507113456726,0.33155712485313416,521,0,Is 7740 > 2273? Answer:
1,9,3,7,0.06783515959978104,0.31757405400276184,521,0,Is 7740 > 2273? Answer:
1,9,4,4,0.07971002906560898,0.3850398063659668,521,0,Is 7740 > 2273? Answer:
1,9,5,0,0.06442461907863617,0.30173060297966003,521,0,Is 7740 > 2273? Answer:
1,9,6, >,0.05431283637881279,0.24643638730049133,521,0,Is 7740 > 2273? Answer:
1,9,8,2,0.0595693364739418,0.2819124162197113,521,0,Is 7740 > 2273? Answer:
1,9,9,2,0.04664457589387894,0.1978306770324707,521,0,Is 7740 > 2273? Answer:
1,9,10,7,0.04956115037202835,0.25696709752082825,521,0,Is 7740 > 2273? Answer:
1,9,11,3,0.04827128350734711,0.24125568568706512,521,0,Is 7740 > 2273? Answer:
1,10,2,7,0.08615387231111526,0.38721439242362976,521,0,Is 7740 > 2273? Answer:
1,10,3,7,0.08913804590702057,0.3874691426753998,521,0,Is 7740 > 2273? Answer:
1,10,4,4,0.09321319311857224,0.3934844434261322,521,0,Is 7740 > 2273? Answer:
1,10,5,0,0.07506536692380905,0.3492976129055023,521,0,Is 7740 > 2273? Answer:
1,10,6, >,0.04940347746014595,0.19647693634033203,521,0,Is 7740 > 2273? Answer:
1,10,8,2,0.054854992777109146,0.31309613585472107,521,0,Is 7740 > 2273? Answer:
1,10,9,2,0.05729541555047035,0.3076133728027344,521,0,Is 7740 > 2273? Answer:
1,10,10,7,0.06030790135264397,0.3177787661552429,521,0,Is 7740 > 2273? Answer:
1,10,11,3,0.060442496091127396,0.2945341467857361,521,0,Is 7740 > 2273? Answer:
1,11,2,7,0.07084638625383377,0.5037104487419128,521,0,Is 7740 > 2273? Answer:
1,11,3,7,0.06727796047925949,0.4375458359718323,521,0,Is 7740 > 2273? Answer:
1,11,4,4,0.07951187342405319,0.4683726727962494,521,0,Is 7740 > 2273? Answer:
1,11,5,0,0.062499355524778366,0.3999283015727997,521,0,Is 7740 > 2273? Answer:
1,11,6, >,0.053204361349344254,0.3947259485721588,521,0,Is 7740 > 2273? Answer:
1,11,8,2,0.07031106948852539,0.4177924394607544,521,0,Is 7740 > 2273? Answer:
1,11,9,2,0.05106476694345474,0.30904421210289,521,0,Is 7740 > 2273? Answer:
1,11,10,7,0.06938529014587402,0.4288383424282074,521,0,Is 7740 > 2273? Answer:
1,11,11,3,0.07822659611701965,0.5171251893043518,521,0,Is 7740 > 2273? Answer:
1,12,2,7,0.10903027653694153,0.27796921133995056,521,0,Is 7740 > 2273? Answer:
1,12,3,7,0.09089934825897217,0.26741522550582886,521,0,Is 7740 > 2273? Answer:
1,12,4,4,0.10155276209115982,0.3195628523826599,521,0,Is 7740 > 2273? Answer:
1,12,5,0,0.060998208820819855,0.189468652009964,521,0,Is 7740 > 2273? Answer:
1,12,6, >,0.036946941167116165,0.10405268520116806,521,0,Is 7740 > 2273? Answer:
1,12,8,2,0.04694974422454834,0.18174944818019867,521,0,Is 7740 > 2273? Answer:
1,12,9,2,0.033611394464969635,0.1281009316444397,521,0,Is 7740 > 2273? Answer:
1,12,10,7,0.031428005546331406,0.11464802920818329,521,0,Is 7740 > 2273? Answer:
1,12,11,3,0.027280254289507866,0.134353369474411,521,0,Is 7740 > 2273? Answer:
1,13,2,7,0.10334751009941101,0.43081769347190857,521,0,Is 7740 > 2273? Answer:
1,13,3,7,0.09148714691400528,0.43451565504074097,521,0,Is 7740 > 2273? Answer:
1,13,4,4,0.07530605047941208,0.33575859665870667,521,0,Is 7740 > 2273? Answer:
1,13,5,0,0.06563154608011246,0.3317528963088989,521,0,Is 7740 > 2273? Answer:
1,13,6, >,0.049479883164167404,0.24644148349761963,521,0,Is 7740 > 2273? Answer:
1,13,8,2,0.06248361989855766,0.3546338975429535,521,0,Is 7740 > 2273? Answer:
1,13,9,2,0.05123777315020561,0.2673073709011078,521,0,Is 7740 > 2273? Answer:
1,13,10,7,0.0660414919257164,0.3155333399772644,521,0,Is 7740 > 2273? Answer:
1,13,11,3,0.06450401246547699,0.31134408712387085,521,0,Is 7740 > 2273? Answer:
1,14,2,7,0.08491325378417969,0.2432119995355606,521,0,Is 7740 > 2273? Answer:
1,14,3,7,0.08088799566030502,0.29763978719711304,521,0,Is 7740 > 2273? Answer:
1,14,4,4,0.11148757487535477,0.39275050163269043,521,0,Is 7740 > 2273? Answer:
1,14,5,0,0.06590983271598816,0.205586239695549,521,0,Is 7740 > 2273? Answer:
1,14,6, >,0.027959756553173065,0.10331656783819199,521,0,Is 7740 > 2273? Answer:
1,14,8,2,0.04857861250638962,0.19680829346179962,521,0,Is 7740 > 2273? Answer:
1,14,9,2,0.04009949043393135,0.18734751641750336,521,0,Is 7740 > 2273? Answer:
1,14,10,7,0.030184565111994743,0.14714844524860382,521,0,Is 7740 > 2273? Answer:
1,14,11,3,0.04317852482199669,0.2068185657262802,521,0,Is 7740 > 2273? Answer:
1,15,2,7,0.10819936543703079,0.3026409447193146,521,0,Is 7740 > 2273? Answer:
1,15,3,7,0.07898788154125214,0.23205184936523438,521,0,Is 7740 > 2273? Answer:
1,15,4,4,0.07807168364524841,0.21366296708583832,521,0,Is 7740 > 2273? Answer:
1,15,5,0,0.05948995053768158,0.19082123041152954,521,0,Is 7740 > 2273? Answer:
1,15,6, >,0.0431104339659214,0.112941212952137,521,0,Is 7740 > 2273? Answer:
1,15,8,2,0.05269641801714897,0.16563956439495087,521,0,Is 7740 > 2273? Answer:
1,15,9,2,0.047697193920612335,0.20378737151622772,521,0,Is 7740 > 2273? Answer:
1,15,10,7,0.04118736460804939,0.23138801753520966,521,0,Is 7740 > 2273? Answer:
1,15,11,3,0.036431267857551575,0.20075079798698425,521,0,Is 7740 > 2273? Answer:
2,0,2,7,0.09823527187108994,0.32232266664505005,521,0,Is 7740 > 2273? Answer:
2,0,3,7,0.0825568288564682,0.25117141008377075,521,0,Is 7740 > 2273? Answer:
2,0,4,4,0.07277887314558029,0.22256304323673248,521,0,Is 7740 > 2273? Answer:
2,0,5,0,0.07330738753080368,0.23675383627414703,521,0,Is 7740 > 2273? Answer:
2,0,6, >,0.05835205316543579,0.19369728863239288,521,0,Is 7740 > 2273? Answer:
2,0,8,2,0.052451882511377335,0.16208432614803314,521,0,Is 7740 > 2273? Answer:
2,0,9,2,0.0476682186126709,0.1627352237701416,521,0,Is 7740 > 2273? Answer:
2,0,10,7,0.04894380643963814,0.1740962415933609,521,0,Is 7740 > 2273? Answer:
2,0,11,3,0.03717540577054024,0.18022668361663818,521,0,Is 7740 > 2273? Answer:
2,1,2,7,0.12477096915245056,0.24743394553661346,521,0,Is 7740 > 2273? Answer:
2,1,3,7,0.09973611682653427,0.22237683832645416,521,0,Is 7740 > 2273? Answer:
2,1,4,4,0.12375213205814362,0.2321355640888214,521,0,Is 7740 > 2273? Answer:
2,1,5,0,0.043625250458717346,0.1089872419834137,521,0,Is 7740 > 2273? Answer:
2,1,6, >,0.01590687409043312,0.05033373460173607,521,0,Is 7740 > 2273? Answer:
