prompt_type,direction,alpha,prompt,base_margin,steered_margin,margin_shift,flipped,layer,head,seed,n
clean,plus,4.0,Is 1611 > 1594? Answer:,2.37109375,1.796875,-0.57421875,0,24,7,42,100
clean,plus,4.0,Is 5011 > 4583? Answer:,3.015625,2.59765625,-0.41796875,0,24,7,42,100
clean,plus,4.0,Is 7101 > 5749? Answer:,3.234375,2.8203125,-0.4140625,0,24,7,42,100
clean,plus,4.0,Is 7839 > 2331? Answer:,2.8203125,2.4140625,-0.40625,0,24,7,42,100
clean,plus,4.0,Is 4275 > 2528? Answer:,2.8828125,2.3828125,-0.5,0,24,7,42,100
clean,plus,4.0,Is 5480 > 1196? Answer:,2.1015625,1.53125,-0.5703125,0,24,7,42,100
clean,plus,4.0,Is 5919 > 1759? Answer:,2.2109375,1.6796875,-0.53125,0,24,7,42,100
clean,plus,4.0,Is 7690 > 5570? Answer:,3.23046875,2.83203125,-0.3984375,0,24,7,42,100
clean,plus,4.0,Is 9302 > 7183? Answer:,2.546875,2.125,-0.421875,0,24,7,42,100
clean,plus,4.0,Is 4299 > 4192? Answer:,2.76953125,2.25,-0.51953125,0,24,7,42,100
clean,plus,4.0,Is 4697 > 2204? Answer:,2.51953125,1.94140625,-0.578125,0,24,7,42,100
clean,plus,4.0,Is 9149 > 4019? Answer:,2.6484375,2.24609375,-0.40234375,0,24,7,42,100
clean,plus,4.0,Is 1687 > 1323? Answer:,2.81640625,2.34375,-0.47265625,0,24,7,42,100
clean,plus,4.0,Is 8161 > 2356? Answer:,2.2265625,1.7109375,-0.515625,0,24,7,42,100
clean,plus,4.0,Is 5166 > 1541? Answer:,2.6484375,2.109375,-0.5390625,0,24,7,42,100
clean,plus,4.0,Is 7178 > 3939? Answer:,2.78125,2.25,-0.53125,0,24,7,42,100
clean,plus,4.0,Is 3971 > 1674? Answer:,2.3203125,1.7265625,-0.59375,0,24,7,42,100
clean,plus,4.0,Is 6080 > 4403? Answer:,2.9453125,2.48828125,-0.45703125,0,24,7,42,100
clean,plus,4.0,Is 9462 > 4699? Answer:,2.625,2.22265625,-0.40234375,0,24,7,42,100
clean,plus,4.0,Is 2446 > 2204? Answer:,2.28125,1.75,-0.53125,0,24,7,42,100
clean,plus,4.0,Is 6667 > 4969? Answer:,3.3046875,2.875,-0.4296875,0,24,7,42,100
clean,plus,4.0,Is 1875 > 1273? Answer:,2.91796875,2.375,-0.54296875,0,24,7,42,100
clean,plus,4.0,Is 7910 > 6751? Answer:,3.09375,2.703125,-0.390625,0,24,7,42,100
clean,plus,4.0,Is 4916 > 4152? Answer:,2.86328125,2.43359375,-0.4296875,0,24,7,42,100
clean,plus,4.0,Is 8575 > 3935? Answer:,2.9375,2.52734375,-0.41015625,0,24,7,42,100
clean,plus,4.0,Is 9082 > 3330? Answer:,2.48046875,2.078125,-0.40234375,0,24,7,42,100
clean,plus,4.0,Is 3156 > 2472? Answer:,2.54296875,2.0390625,-0.50390625,0,24,7,42,100
clean,plus,4.0,Is 6730 > 1800? Answer:,2.59765625,2.078125,-0.51953125,0,24,7,42,100
clean,plus,4.0,Is 8494 > 2498? Answer:,2.2578125,1.7734375,-0.484375,0,24,7,42,100
clean,plus,4.0,Is 8244 > 1053? Answer:,1.6328125,0.9140625,-0.71875,0,24,7,42,100
clean,plus,4.0,Is 8171 > 6643? Answer:,2.80078125,2.359375,-0.44140625,0,24,7,42,100
clean,plus,4.0,Is 8023 > 5669? Answer:,2.8515625,2.4296875,-0.421875,0,24,7,42,100
clean,plus,4.0,Is 5244 > 3993? Answer:,3.1171875,2.7421875,-0.375,0,24,7,42,100
clean,plus,4.0,Is 3494 > 2947? Answer:,3.03515625,2.609375,-0.42578125,0,24,7,42,100
clean,plus,4.0,Is 6000 > 3295? Answer:,3.28125,2.8046875,-0.4765625,0,24,7,42,100
clean,plus,4.0,Is 5550 > 3588? Answer:,3.12890625,2.75,-0.37890625,0,24,7,42,100
clean,plus,4.0,Is 1335 > 1046? Answer:,3.29296875,2.91796875,-0.375,0,24,7,42,100
clean,plus,4.0,Is 3209 > 1253? Answer:,2.79296875,2.33203125,-0.4609375,0,24,7,42,100
clean,plus,4.0,Is 4956 > 3644? Answer:,2.640625,2.109375,-0.53125,0,24,7,42,100
clean,plus,4.0,Is 6889 > 3774? Answer:,2.87890625,2.390625,-0.48828125,0,24,7,42,100
clean,plus,4.0,Is 8695 > 5350? Answer:,2.44921875,1.9765625,-0.47265625,0,24,7,42,100
clean,plus,4.0,Is 1712 > 1545? Answer:,2.8515625,2.359375,-0.4921875,0,24,7,42,100
clean,plus,4.0,Is 6171 > 4282? Answer:,3.359375,2.9296875,-0.4296875,0,24,7,42,100
clean,plus,4.0,Is 6088 > 3817? Answer:,3.04296875,2.6171875,-0.42578125,0,24,7,42,100
clean,plus,4.0,Is 1815 > 1456? Answer:,3.078125,2.5625,-0.515625,0,24,7,42,100
clean,plus,4.0,Is 8154 > 3174? Answer:,2.6015625,2.1328125,-0.46875,0,24,7,42,100
clean,plus,4.0,Is 6425 > 1167? Answer:,2.28515625,1.6328125,-0.65234375,0,24,7,42,100
clean,plus,4.0,Is 4127 > 2366? Answer:,3.2265625,2.8359375,-0.390625,0,24,7,42,100
clean,plus,4.0,Is 9844 > 2898? Answer:,2.0078125,1.4453125,-0.5625,0,24,7,42,100
clean,plus,4.0,Is 3488 > 2016? Answer:,1.5546875,1.0390625,-0.515625,0,24,7,42,100
clean,plus,4.0,Is 9933 > 8624? Answer:,2.61328125,2.1484375,-0.46484375,0,24,7,42,100
clean,plus,4.0,Is 1312 > 1073? Answer:,1.9453125,1.328125,-0.6171875,0,24,7,42,100
clean,plus,4.0,Is 8395 > 1431? Answer:,2.375,1.8515625,-0.5234375,0,24,7,42,100
clean,plus,4.0,Is 8701 > 3167? Answer:,2.50390625,2.0546875,-0.44921875,0,24,7,42,100
clean,plus,4.0,Is 9258 > 3424? Answer:,2.46875,2.0,-0.46875,0,24,7,42,100
clean,plus,4.0,Is 4908 > 3587? Answer:,3.41015625,3.03125,-0.37890625,0,24,7,42,100
clean,plus,4.0,Is 2136 > 1633? Answer:,2.65234375,2.16796875,-0.484375,0,24,7,42,100
clean,plus,4.0,Is 5545 > 4563? Answer:,2.703125,2.265625,-0.4375,0,24,7,42,100
clean,plus,4.0,Is 9964 > 6955? Answer:,2.6171875,2.1328125,-0.484375,0,24,7,42,100
clean,plus,4.0,Is 4682 > 2496? Answer:,2.9609375,2.57421875,-0.38671875,0,24,7,42,100
clean,plus,4.0,Is 4761 > 4062? Answer:,2.7734375,2.2421875,-0.53125,0,24,7,42,100
clean,plus,4.0,Is 3890 > 1482? Answer:,2.859375,2.3984375,-0.4609375,0,24,7,42,100
clean,plus,4.0,Is 4008 > 1068? Answer:,2.109375,1.5078125,-0.6015625,0,24,7,42,100
clean,plus,4.0,Is 1955 > 1086? Answer:,-0.3046875,-0.9375,-0.6328125,0,24,7,42,100
clean,plus,4.0,Is 7943 > 6016? Answer:,3.1953125,2.7890625,-0.40625,0,24,7,42,100
clean,plus,4.0,Is 7270 > 3896? Answer:,3.2109375,2.8515625,-0.359375,0,24,7,42,100
clean,plus,4.0,Is 7453 > 2040? Answer:,2.5234375,1.96875,-0.5546875,0,24,7,42,100
clean,plus,4.0,Is 9105 > 5061? Answer:,2.5078125,2.0390625,-0.46875,0,24,7,42,100
clean,plus,4.0,Is 9442 > 2285? Answer:,1.8671875,1.234375,-0.6328125,0,24,7,42,100
clean,plus,4.0,Is 5475 > 4116? Answer:,3.3671875,3.01171875,-0.35546875,0,24,7,42,100
clean,plus,4.0,Is 5460 > 2990? Answer:,3.125,2.73828125,-0.38671875,0,24,7,42,100
clean,plus,4.0,Is 2495 > 1570? Answer:,2.78125,2.328125,-0.453125,0,24,7,42,100
clean,plus,4.0,Is 3148 > 1647? Answer:,2.97265625,2.51171875,-0.4609375,0,24,7,42,100
clean,plus,4.0,Is 7153 > 4878? Answer:,3.3203125,2.85546875,-0.46484375,0,24,7,42,100
clean,plus,4.0,Is 6464 > 2977? Answer:,3.1640625,2.6953125,-0.46875,0,24,7,42,100
clean,plus,4.0,Is 9637 > 1757? Answer:,1.671875,1.046875,-0.625,0,24,7,42,100
clean,plus,4.0,Is 4083 > 1363? Answer:,2.609375,2.09765625,-0.51171875,0,24,7,42,100
clean,plus,4.0,Is 4050 > 3934? Answer:,2.8125,2.3203125,-0.4921875,0,24,7,42,100
clean,minus,-4.0,Is 1803 > 1622? Answer:,2.703125,3.0703125,0.3671875,0,24,7,42,100
clean,minus,-4.0,Is 6891 > 3585? Answer:,3.07421875,3.37109375,0.296875,0,24,7,42,100
clean,minus,-4.0,Is 4897 > 4346? Answer:,3.09765625,3.390625,0.29296875,0,24,7,42,100
clean,minus,-4.0,Is 1773 > 1539? Answer:,3.23828125,3.4765625,0.23828125,0,24,7,42,100
clean,minus,-4.0,Is 2813 > 1170? Answer:,2.8125,3.109375,0.296875,0,24,7,42,100
clean,minus,-4.0,Is 5738 > 5623? Answer:,2.765625,3.07421875,0.30859375,0,24,7,42,100
clean,minus,-4.0,Is 7621 > 6040? Answer:,2.7734375,3.08984375,0.31640625,0,24,7,42,100
clean,minus,-4.0,Is 7457 > 6076? Answer:,3.44921875,3.6640625,0.21484375,0,24,7,42,100
clean,minus,-4.0,Is 5619 > 1591? Answer:,2.83984375,3.14453125,0.3046875,0,24,7,42,100
clean,minus,-4.0,Is 8557 > 4404? Answer:,2.23828125,2.61328125,0.375,0,24,7,42,100
clean,minus,-4.0,Is 5503 > 2670? Answer:,2.73828125,3.05078125,0.3125,0,24,7,42,100
clean,minus,-4.0,Is 2642 > 2522? Answer:,1.6484375,2.125,0.4765625,0,24,7,42,100
clean,minus,-4.0,Is 8034 > 5529? Answer:,3.0234375,3.2890625,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 4621 > 3980? Answer:,2.9296875,3.20703125,0.27734375,0,24,7,42,100
clean,minus,-4.0,Is 5908 > 3176? Answer:,2.8984375,3.16015625,0.26171875,0,24,7,42,100
clean,minus,-4.0,Is 5054 > 1921? Answer:,2.796875,3.1015625,0.3046875,0,24,7,42,100
clean,minus,-4.0,Is 1829 > 1460? Answer:,2.72265625,3.03515625,0.3125,0,24,7,42,100
clean,minus,-4.0,Is 8991 > 1510? Answer:,1.6875,2.1640625,0.4765625,0,24,7,42,100
clean,minus,-4.0,Is 8724 > 7393? Answer:,2.2734375,2.640625,0.3671875,0,24,7,42,100
clean,minus,-4.0,Is 3490 > 2573? Answer:,3.0390625,3.296875,0.2578125,0,24,7,42,100
clean,minus,-4.0,Is 2487 > 2128? Answer:,2.9453125,3.2109375,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 7304 > 3235? Answer:,2.81640625,3.1328125,0.31640625,0,24,7,42,100
clean,minus,-4.0,Is 1611 > 1594? Answer:,2.37109375,2.8125,0.44140625,0,24,7,42,100
clean,minus,-4.0,Is 5011 > 4583? Answer:,3.015625,3.28125,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 7101 > 5749? Answer:,3.234375,3.5,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 7839 > 2331? Answer:,2.8203125,3.0859375,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 4275 > 2528? Answer:,2.8828125,3.2109375,0.328125,0,24,7,42,100
clean,minus,-4.0,Is 5480 > 1196? Answer:,2.1015625,2.5078125,0.40625,0,24,7,42,100
clean,minus,-4.0,Is 5919 > 1759? Answer:,2.2109375,2.59765625,0.38671875,0,24,7,42,100
clean,minus,-4.0,Is 7690 > 5570? Answer:,3.23046875,3.4765625,0.24609375,0,24,7,42,100
clean,minus,-4.0,Is 9302 > 7183? Answer:,2.546875,2.84375,0.296875,0,24,7,42,100
clean,minus,-4.0,Is 4299 > 4192? Answer:,2.76953125,3.125,0.35546875,0,24,7,42,100
clean,minus,-4.0,Is 4697 > 2204? Answer:,2.51953125,2.91796875,0.3984375,0,24,7,42,100
clean,minus,-4.0,Is 9149 > 4019? Answer:,2.6484375,2.9296875,0.28125,0,24,7,42,100
clean,minus,-4.0,Is 1687 > 1323? Answer:,2.81640625,3.1328125,0.31640625,0,24,7,42,100
clean,minus,-4.0,Is 8161 > 2356? Answer:,2.2265625,2.59375,0.3671875,0,24,7,42,100
clean,minus,-4.0,Is 5166 > 1541? Answer:,2.6484375,3.01953125,0.37109375,0,24,7,42,100
clean,minus,-4.0,Is 7178 > 3939? Answer:,2.78125,3.140625,0.359375,0,24,7,42,100
clean,minus,-4.0,Is 3971 > 1674? Answer:,2.3203125,2.734375,0.4140625,0,24,7,42,100
clean,minus,-4.0,Is 6080 > 4403? Answer:,2.9453125,3.25390625,0.30859375,0,24,7,42,100
clean,minus,-4.0,Is 9462 > 4699? Answer:,2.625,2.90625,0.28125,0,24,7,42,100
clean,minus,-4.0,Is 2446 > 2204? Answer:,2.28125,2.671875,0.390625,0,24,7,42,100
clean,minus,-4.0,Is 6667 > 4969? Answer:,3.3046875,3.5703125,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 1875 > 1273? Answer:,2.91796875,3.26953125,0.3515625,0,24,7,42,100
clean,minus,-4.0,Is 7910 > 6751? Answer:,3.09375,3.359375,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 4916 > 4152? Answer:,2.86328125,3.15234375,0.2890625,0,24,7,42,100
clean,minus,-4.0,Is 8575 > 3935? Answer:,2.9375,3.203125,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 9082 > 3330? Answer:,2.48046875,2.75,0.26953125,0,24,7,42,100
clean,minus,-4.0,Is 3156 > 2472? Answer:,2.54296875,2.90234375,0.359375,0,24,7,42,100
clean,minus,-4.0,Is 6730 > 1800? Answer:,2.59765625,2.9609375,0.36328125,0,24,7,42,100
clean,minus,-4.0,Is 8494 > 2498? Answer:,2.2578125,2.58203125,0.32421875,0,24,7,42,100
clean,minus,-4.0,Is 8244 > 1053? Answer:,1.6328125,2.203125,0.5703125,0,24,7,42,100
clean,minus,-4.0,Is 8171 > 6643? Answer:,2.80078125,3.078125,0.27734375,0,24,7,42,100
clean,minus,-4.0,Is 8023 > 5669? Answer:,2.8515625,3.1328125,0.28125,0,24,7,42,100
clean,minus,-4.0,Is 5244 > 3993? Answer:,3.1171875,3.375,0.2578125,0,24,7,42,100
clean,minus,-4.0,Is 3494 > 2947? Answer:,3.03515625,3.3046875,0.26953125,0,24,7,42,100
clean,minus,-4.0,Is 6000 > 3295? Answer:,3.28125,3.5859375,0.3046875,0,24,7,42,100
clean,minus,-4.0,Is 5550 > 3588? Answer:,3.12890625,3.390625,0.26171875,0,24,7,42,100
clean,minus,-4.0,Is 1335 > 1046? Answer:,3.29296875,3.546875,0.25390625,0,24,7,42,100
clean,minus,-4.0,Is 3209 > 1253? Answer:,2.79296875,3.11328125,0.3203125,0,24,7,42,100
clean,minus,-4.0,Is 4956 > 3644? Answer:,2.640625,3.015625,0.375,0,24,7,42,100
clean,minus,-4.0,Is 6889 > 3774? Answer:,2.87890625,3.1796875,0.30078125,0,24,7,42,100
clean,minus,-4.0,Is 8695 > 5350? Answer:,2.44921875,2.78125,0.33203125,0,24,7,42,100
clean,minus,-4.0,Is 1712 > 1545? Answer:,2.8515625,3.1875,0.3359375,0,24,7,42,100
clean,minus,-4.0,Is 6171 > 4282? Answer:,3.359375,3.62109375,0.26171875,0,24,7,42,100
clean,minus,-4.0,Is 6088 > 3817? Answer:,3.04296875,3.3125,0.26953125,0,24,7,42,100
clean,minus,-4.0,Is 1815 > 1456? Answer:,3.078125,3.41796875,0.33984375,0,24,7,42,100
clean,minus,-4.0,Is 8154 > 3174? Answer:,2.6015625,2.90234375,0.30078125,0,24,7,42,100
clean,minus,-4.0,Is 6425 > 1167? Answer:,2.28515625,2.73828125,0.453125,0,24,7,42,100
clean,minus,-4.0,Is 4127 > 2366? Answer:,3.2265625,3.484375,0.2578125,0,24,7,42,100
clean,minus,-4.0,Is 9844 > 2898? Answer:,2.0078125,2.41796875,0.41015625,0,24,7,42,100
clean,minus,-4.0,Is 3488 > 2016? Answer:,1.5546875,1.96875,0.4140625,0,24,7,42,100
clean,minus,-4.0,Is 9933 > 8624? Answer:,2.61328125,2.9375,0.32421875,0,24,7,42,100
clean,minus,-4.0,Is 1312 > 1073? Answer:,1.9453125,2.44140625,0.49609375,0,24,7,42,100
clean,minus,-4.0,Is 8395 > 1431? Answer:,2.375,2.734375,0.359375,0,24,7,42,100
clean,minus,-4.0,Is 8701 > 3167? Answer:,2.50390625,2.82421875,0.3203125,0,24,7,42,100
clean,minus,-4.0,Is 9258 > 3424? Answer:,2.46875,2.8046875,0.3359375,0,24,7,42,100
clean,minus,-4.0,Is 4908 > 3587? Answer:,3.41015625,3.66796875,0.2578125,0,24,7,42,100
clean,minus,-4.0,Is 2136 > 1633? Answer:,2.65234375,3.0078125,0.35546875,0,24,7,42,100
clean,minus,-4.0,Is 5545 > 4563? Answer:,2.703125,3.015625,0.3125,0,24,7,42,100
clean,minus,-4.0,Is 9964 > 6955? Answer:,2.6171875,2.96484375,0.34765625,0,24,7,42,100
clean,minus,-4.0,Is 4682 > 2496? Answer:,2.9609375,3.2265625,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 4761 > 4062? Answer:,2.7734375,3.140625,0.3671875,0,24,7,42,100
clean,minus,-4.0,Is 3890 > 1482? Answer:,2.859375,3.15625,0.296875,0,24,7,42,100
clean,minus,-4.0,Is 4008 > 1068? Answer:,2.109375,2.546875,0.4375,0,24,7,42,100
clean,minus,-4.0,Is 1955 > 1086? Answer:,-0.3046875,0.4609375,0.765625,1,24,7,42,100
clean,minus,-4.0,Is 7943 > 6016? Answer:,3.1953125,3.4609375,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 7270 > 3896? Answer:,3.2109375,3.4453125,0.234375,0,24,7,42,100
clean,minus,-4.0,Is 7453 > 2040? Answer:,2.5234375,2.8984375,0.375,0,24,7,42,100
clean,minus,-4.0,Is 9105 > 5061? Answer:,2.5078125,2.80859375,0.30078125,0,24,7,42,100
clean,minus,-4.0,Is 9442 > 2285? Answer:,1.8671875,2.33203125,0.46484375,0,24,7,42,100
clean,minus,-4.0,Is 5475 > 4116? Answer:,3.3671875,3.59765625,0.23046875,0,24,7,42,100
clean,minus,-4.0,Is 5460 > 2990? Answer:,3.125,3.37890625,0.25390625,0,24,7,42,100
clean,minus,-4.0,Is 2495 > 1570? Answer:,2.78125,3.09375,0.3125,0,24,7,42,100
clean,minus,-4.0,Is 3148 > 1647? Answer:,2.97265625,3.28125,0.30859375,0,24,7,42,100
clean,minus,-4.0,Is 7153 > 4878? Answer:,3.3203125,3.59765625,0.27734375,0,24,7,42,100
clean,minus,-4.0,Is 6464 > 2977? Answer:,3.1640625,3.4296875,0.265625,0,24,7,42,100
clean,minus,-4.0,Is 9637 > 1757? Answer:,1.671875,2.1484375,0.4765625,0,24,7,42,100
clean,minus,-4.0,Is 4083 > 1363? Answer:,2.609375,2.953125,0.34375,0,24,7,42,100
clean,minus,-4.0,Is 4050 > 3934? Answer:,2.8125,3.16015625,0.34765625,0,24,7,42,100
corrupt,plus,4.0,Is 1622 > 1803? Answer:,-1.5078125,-1.75390625,-0.24609375,0,24,7,42,100
corrupt,plus,4.0,Is 3585 > 6891? Answer:,-2.25,-2.4453125,-0.1953125,0,24,7,42,100
corrupt,plus,4.0,Is 4346 > 4897? Answer:,-2.01953125,-2.17578125,-0.15625,0,24,7,42,100
corrupt,plus,4.0,Is 1539 > 1773? Answer:,-1.6640625,-1.8671875,-0.203125,0,24,7,42,100
corrupt,plus,4.0,Is 1170 > 2813? Answer:,-1.63671875,-2.0,-0.36328125,0,24,7,42,100
corrupt,plus,4.0,Is 5623 > 5738? Answer:,-2.16796875,-2.3671875,-0.19921875,0,24,7,42,100
corrupt,plus,4.0,Is 6040 > 7621? Answer:,-1.90234375,-2.07421875,-0.171875,0,24,7,42,100
corrupt,plus,4.0,Is 6076 > 7457? Answer:,-2.109375,-2.25390625,-0.14453125,0,24,7,42,100
corrupt,plus,4.0,Is 1591 > 5619? Answer:,-2.203125,-2.40625,-0.203125,0,24,7,42,100
corrupt,plus,4.0,Is 4404 > 8557? Answer:,-2.1484375,-2.328125,-0.1796875,0,24,7,42,100
corrupt,plus,4.0,Is 2670 > 5503? Answer:,-2.1484375,-2.3515625,-0.203125,0,24,7,42,100
corrupt,plus,4.0,Is 2522 > 2642? Answer:,-0.515625,-0.953125,-0.4375,0,24,7,42,100
corrupt,plus,4.0,Is 5529 > 8034? Answer:,-2.3671875,-2.5234375,-0.15625,0,24,7,42,100
corrupt,plus,4.0,Is 3980 > 4621? Answer:,-1.7578125,-2.015625,-0.2578125,0,24,7,42,100
corrupt,plus,4.0,Is 3176 > 5908? Answer:,-2.4140625,-2.5703125,-0.15625,0,24,7,42,100
corrupt,plus,4.0,Is 1921 > 5054? Answer:,-2.00390625,-2.21875,-0.21484375,0,24,7,42,100
corrupt,plus,4.0,Is 1460 > 1829? Answer:,-1.9765625,-2.18359375,-0.20703125,0,24,7,42,100
corrupt,plus,4.0,Is 1510 > 8991? Answer:,-1.96875,-2.21484375,-0.24609375,0,24,7,42,100
corrupt,plus,4.0,Is 7393 > 8724? Answer:,-2.0703125,-2.2734375,-0.203125,0,24,7,42,100
corrupt,plus,4.0,Is 2573 > 3490? Answer:,-1.875,-2.12109375,-0.24609375,0,24,7,42,100
corrupt,plus,4.0,Is 2128 > 2487? Answer:,-2.1484375,-2.30078125,-0.15234375,0,24,7,42,100
corrupt,plus,4.0,Is 3235 > 7304? Answer:,-2.2734375,-2.46875,-0.1953125,0,24,7,42,100
corrupt,plus,4.0,Is 1594 > 1611? Answer:,-1.5390625,-1.828125,-0.2890625,0,24,7,42,100
corrupt,plus,4.0,Is 4583 > 5011? Answer:,-1.7578125,-1.96875,-0.2109375,0,24,7,42,100
corrupt,plus,4.0,Is 5749 > 7101? Answer:,-1.84375,-2.08203125,-0.23828125,0,24,7,42,100
corrupt,plus,4.0,Is 2331 > 7839? Answer:,-2.42578125,-2.578125,-0.15234375,0,24,7,42,100
corrupt,plus,4.0,Is 2528 > 4275? Answer:,-1.6171875,-1.8984375,-0.28125,0,24,7,42,100
corrupt,plus,4.0,Is 1196 > 5480? Answer:,-1.6875,-2.04296875,-0.35546875,0,24,7,42,100
corrupt,plus,4.0,Is 1759 > 5919? Answer:,-2.16796875,-2.34765625,-0.1796875,0,24,7,42,100
corrupt,plus,4.0,Is 5570 > 7690? Answer:,-2.19140625,-2.37109375,-0.1796875,0,24,7,42,100
corrupt,plus,4.0,Is 7183 > 9302? Answer:,-2.3125,-2.4765625,-0.1640625,0,24,7,42,100
corrupt,plus,4.0,Is 4192 > 4299? Answer:,-1.5625,-1.8515625,-0.2890625,0,24,7,42,100
corrupt,plus,4.0,Is 2204 > 4697? Answer:,-2.2265625,-2.40625,-0.1796875,0,24,7,42,100
corrupt,plus,4.0,Is 4019 > 9149? Answer:,-1.92578125,-2.109375,-0.18359375,0,24,7,42,100
corrupt,plus,4.0,Is 1323 > 1687? Answer:,-1.9453125,-2.140625,-0.1953125,0,24,7,42,100
corrupt,plus,4.0,Is 2356 > 8161? Answer:,-1.4296875,-1.77734375,-0.34765625,0,24,7,42,100
corrupt,plus,4.0,Is 1541 > 5166? Answer:,-2.015625,-2.296875,-0.28125,0,24,7,42,100
corrupt,plus,4.0,Is 3939 > 7178? Answer:,-2.34375,-2.5234375,-0.1796875,0,24,7,42,100
corrupt,plus,4.0,Is 1674 > 3971? Answer:,-1.8046875,-2.078125,-0.2734375,0,24,7,42,100
corrupt,plus,4.0,Is 4403 > 6080? Answer:,-1.62890625,-1.8671875,-0.23828125,0,24,7,42,100
corrupt,plus,4.0,Is 4699 > 9462? Answer:,-2.17578125,-2.3359375,-0.16015625,0,24,7,42,100
corrupt,plus,4.0,Is 2204 > 2446? Answer:,-1.984375,-2.17578125,-0.19140625,0,24,7,42,100
corrupt,plus,4.0,Is 4969 > 6667? Answer:,-1.6875,-1.89453125,-0.20703125,0,24,7,42,100
corrupt,plus,4.0,Is 1273 > 1875? Answer:,-1.1171875,-1.46875,-0.3515625,0,24,7,42,100
corrupt,plus,4.0,Is 6751 > 7910? Answer:,-1.8203125,-2.01953125,-0.19921875,0,24,7,42,100
corrupt,plus,4.0,Is 4152 > 4916? Answer:,-1.234375,-1.546875,-0.3125,0,24,7,42,100
corrupt,plus,4.0,Is 3935 > 8575? Answer:,-1.984375,-2.2109375,-0.2265625,0,24,7,42,100
corrupt,plus,4.0,Is 3330 > 9082? Answer:,-2.42578125,-2.59765625,-0.171875,0,24,7,42,100
corrupt,plus,4.0,Is 2472 > 3156? Answer:,-1.78515625,-2.0,-0.21484375,0,24,7,42,100
corrupt,plus,4.0,Is 1800 > 6730? Answer:,-2.0703125,-2.28125,-0.2109375,0,24,7,42,100
corrupt,plus,4.0,Is 2498 > 8494? Answer:,-2.15234375,-2.30078125,-0.1484375,0,24,7,42,100
corrupt,plus,4.0,Is 1053 > 8244? Answer:,-1.55859375,-1.91796875,-0.359375,0,24,7,42,100
corrupt,plus,4.0,Is 6643 > 8171? Answer:,-1.8046875,-1.9765625,-0.171875,0,24,7,42,100
corrupt,plus,4.0,Is 5669 > 8023? Answer:,-2.25390625,-2.41796875,-0.1640625,0,24,7,42,100
