model,prompt_type,direction,alpha,layer,head,prompt,base_margin,steered_margin,margin_shift,flipped,seed,n
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7690 > 5570? Answer:,2.8515625,1.453125,-1.3984375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9302 > 7183? Answer:,3.3828125,1.9609375,-1.421875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4299 > 4192? Answer:,2.828125,1.1875,-1.640625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4697 > 2204? Answer:,3.359375,1.8671875,-1.4921875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9149 > 4019? Answer:,2.76171875,1.25,-1.51171875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1687 > 1323? Answer:,2.109375,0.453125,-1.65625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8161 > 2356? Answer:,3.4765625,1.984375,-1.4921875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 5166 > 1541? Answer:,3.0546875,1.34375,-1.7109375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7178 > 3939? Answer:,2.78125,1.328125,-1.453125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3971 > 1674? Answer:,3.4765625,1.8359375,-1.640625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6080 > 4403? Answer:,3.66796875,2.3515625,-1.31640625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9462 > 4699? Answer:,3.0,1.46875,-1.53125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 2446 > 2204? Answer:,3.0,1.4609375,-1.5390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6667 > 4969? Answer:,2.1875,0.7578125,-1.4296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1875 > 1273? Answer:,2.390625,0.7734375,-1.6171875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7910 > 6751? Answer:,3.265625,1.828125,-1.4375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4916 > 4152? Answer:,2.546875,1.1328125,-1.4140625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8575 > 3935? Answer:,3.2265625,1.6171875,-1.609375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9082 > 3330? Answer:,2.9921875,1.5390625,-1.453125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3156 > 2472? Answer:,2.953125,1.3359375,-1.6171875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6730 > 1800? Answer:,3.1875,1.46875,-1.71875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8494 > 2498? Answer:,3.03125,1.4453125,-1.5859375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8244 > 1053? Answer:,2.8515625,0.9375,-1.9140625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8171 > 6643? Answer:,3.4453125,2.0390625,-1.40625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8023 > 5669? Answer:,3.125,1.6875,-1.4375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 5244 > 3993? Answer:,2.828125,1.375,-1.453125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3494 > 2947? Answer:,3.2890625,1.578125,-1.7109375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6000 > 3295? Answer:,3.94140625,2.5078125,-1.43359375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 5550 > 3588? Answer:,2.8515625,1.4609375,-1.390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1335 > 1046? Answer:,3.1015625,1.484375,-1.6171875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3209 > 1253? Answer:,3.4609375,1.875,-1.5859375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4956 > 3644? Answer:,3.1484375,1.546875,-1.6015625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6889 > 3774? Answer:,2.7265625,1.3359375,-1.390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8695 > 5350? Answer:,2.734375,1.1484375,-1.5859375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1712 > 1545? Answer:,2.7890625,1.3203125,-1.46875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6171 > 4282? Answer:,3.5390625,2.2421875,-1.296875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6088 > 3817? Answer:,3.17578125,1.734375,-1.44140625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1815 > 1456? Answer:,3.3125,1.609375,-1.703125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8154 > 3174? Answer:,3.546875,2.0,-1.546875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6425 > 1167? Answer:,2.8359375,0.9296875,-1.90625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4127 > 2366? Answer:,3.265625,1.8203125,-1.4453125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9844 > 2898? Answer:,2.8671875,1.234375,-1.6328125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3488 > 2016? Answer:,3.4140625,1.9375,-1.4765625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9933 > 8624? Answer:,3.3046875,1.7421875,-1.5625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1312 > 1073? Answer:,2.609375,0.9609375,-1.6484375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8395 > 1431? Answer:,3.1640625,1.296875,-1.8671875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 8701 > 3167? Answer:,3.2734375,1.89453125,-1.37890625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9258 > 3424? Answer:,2.7890625,1.140625,-1.6484375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4908 > 3587? Answer:,3.421875,1.9296875,-1.4921875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 2136 > 1633? Answer:,2.7890625,1.0859375,-1.703125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 5545 > 4563? Answer:,3.4296875,1.859375,-1.5703125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9964 > 6955? Answer:,2.859375,1.453125,-1.40625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4682 > 2496? Answer:,3.1640625,1.5078125,-1.65625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4761 > 4062? Answer:,2.8984375,1.53125,-1.3671875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3890 > 1482? Answer:,3.3984375,1.859375,-1.5390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4008 > 1068? Answer:,3.140625,1.6484375,-1.4921875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 1955 > 1086? Answer:,2.7265625,1.0,-1.7265625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7943 > 6016? Answer:,2.984375,1.5390625,-1.4453125,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7270 > 3896? Answer:,2.9140625,1.5234375,-1.390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7453 > 2040? Answer:,3.34375,1.7265625,-1.6171875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9105 > 5061? Answer:,2.828125,1.5234375,-1.3046875,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9442 > 2285? Answer:,3.078125,1.453125,-1.625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 5475 > 4116? Answer:,3.375,1.875,-1.5,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 5460 > 2990? Answer:,3.15625,1.765625,-1.390625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 2495 > 1570? Answer:,2.8984375,1.1328125,-1.765625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 3148 > 1647? Answer:,3.1328125,1.4921875,-1.640625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 7153 > 4878? Answer:,3.703125,2.1875,-1.515625,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 6464 > 2977? Answer:,3.40625,2.03125,-1.375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 9637 > 1757? Answer:,3.01171875,1.140625,-1.87109375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4083 > 1363? Answer:,2.96875,1.234375,-1.734375,0,42,100
Qwen/Qwen3-1.7B,clean,plus,10.0,15,9,Is 4050 > 3934? Answer:,3.2265625,1.7109375,-1.515625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1803 > 1622? Answer:,2.7421875,3.75,1.0078125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6891 > 3585? Answer:,3.01953125,3.953125,0.93359375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4897 > 4346? Answer:,3.5,4.5078125,1.0078125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1773 > 1539? Answer:,2.703125,3.6484375,0.9453125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 2813 > 1170? Answer:,2.859375,3.78125,0.921875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5738 > 5623? Answer:,2.984375,4.0625,1.078125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7621 > 6040? Answer:,2.9765625,3.890625,0.9140625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7457 > 6076? Answer:,2.6484375,3.7265625,1.078125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5619 > 1591? Answer:,2.7421875,3.765625,1.0234375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8557 > 4404? Answer:,3.671875,4.4765625,0.8046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5503 > 2670? Answer:,3.30078125,4.1640625,0.86328125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 2642 > 2522? Answer:,2.859375,3.984375,1.125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8034 > 5529? Answer:,3.1875,4.0078125,0.8203125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4621 > 3980? Answer:,2.703125,3.703125,1.0,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5908 > 3176? Answer:,3.125,3.921875,0.796875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5054 > 1921? Answer:,3.83203125,4.546875,0.71484375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1829 > 1460? Answer:,2.484375,3.6328125,1.1484375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8991 > 1510? Answer:,2.671875,3.59375,0.921875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8724 > 7393? Answer:,3.15625,4.1015625,0.9453125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3490 > 2573? Answer:,3.171875,4.0546875,0.8828125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 2487 > 2128? Answer:,2.2734375,3.453125,1.1796875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7304 > 3235? Answer:,3.34375,4.265625,0.921875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1611 > 1594? Answer:,2.0703125,3.21875,1.1484375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5011 > 4583? Answer:,2.8203125,3.75,0.9296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7101 > 5749? Answer:,3.0859375,3.8828125,0.796875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7839 > 2331? Answer:,3.0390625,4.03515625,0.99609375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4275 > 2528? Answer:,2.78125,3.703125,0.921875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5480 > 1196? Answer:,2.92578125,3.84375,0.91796875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5919 > 1759? Answer:,2.6328125,3.5703125,0.9375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7690 > 5570? Answer:,2.8515625,3.703125,0.8515625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9302 > 7183? Answer:,3.3828125,4.1875,0.8046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4299 > 4192? Answer:,2.828125,3.9140625,1.0859375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4697 > 2204? Answer:,3.359375,4.203125,0.84375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9149 > 4019? Answer:,2.76171875,3.6640625,0.90234375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1687 > 1323? Answer:,2.109375,3.265625,1.15625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8161 > 2356? Answer:,3.4765625,4.40625,0.9296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5166 > 1541? Answer:,3.0546875,4.109375,1.0546875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7178 > 3939? Answer:,2.78125,3.75,0.96875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3971 > 1674? Answer:,3.4765625,4.421875,0.9453125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6080 > 4403? Answer:,3.66796875,4.36328125,0.6953125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9462 > 4699? Answer:,3.0,3.9609375,0.9609375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 2446 > 2204? Answer:,3.0,3.9375,0.9375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6667 > 4969? Answer:,2.1875,3.28125,1.09375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1875 > 1273? Answer:,2.390625,3.5390625,1.1484375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7910 > 6751? Answer:,3.265625,4.1015625,0.8359375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4916 > 4152? Answer:,2.546875,3.5,0.953125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8575 > 3935? Answer:,3.2265625,4.1953125,0.96875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9082 > 3330? Answer:,2.9921875,3.90625,0.9140625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3156 > 2472? Answer:,2.953125,3.9609375,1.0078125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6730 > 1800? Answer:,3.1875,4.1484375,0.9609375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8494 > 2498? Answer:,3.03125,3.9453125,0.9140625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8244 > 1053? Answer:,2.8515625,4.03515625,1.18359375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8171 > 6643? Answer:,3.4453125,4.3046875,0.859375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8023 > 5669? Answer:,3.125,4.078125,0.953125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5244 > 3993? Answer:,2.828125,3.7109375,0.8828125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3494 > 2947? Answer:,3.2890625,4.2578125,0.96875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6000 > 3295? Answer:,3.94140625,4.6171875,0.67578125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5550 > 3588? Answer:,2.8515625,3.78125,0.9296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1335 > 1046? Answer:,3.1015625,4.078125,0.9765625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3209 > 1253? Answer:,3.4609375,4.390625,0.9296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4956 > 3644? Answer:,3.1484375,4.1875,1.0390625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6889 > 3774? Answer:,2.7265625,3.7109375,0.984375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8695 > 5350? Answer:,2.734375,3.828125,1.09375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1712 > 1545? Answer:,2.7890625,3.71875,0.9296875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6171 > 4282? Answer:,3.5390625,4.3046875,0.765625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6088 > 3817? Answer:,3.17578125,4.0859375,0.91015625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1815 > 1456? Answer:,3.3125,4.359375,1.046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8154 > 3174? Answer:,3.546875,4.3515625,0.8046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6425 > 1167? Answer:,2.8359375,4.0,1.1640625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4127 > 2366? Answer:,3.265625,4.078125,0.8125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9844 > 2898? Answer:,2.8671875,3.8984375,1.03125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3488 > 2016? Answer:,3.4140625,4.234375,0.8203125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9933 > 8624? Answer:,3.3046875,4.359375,1.0546875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1312 > 1073? Answer:,2.609375,3.671875,1.0625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8395 > 1431? Answer:,3.1640625,4.296875,1.1328125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 8701 > 3167? Answer:,3.2734375,4.078125,0.8046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9258 > 3424? Answer:,2.7890625,3.8359375,1.046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4908 > 3587? Answer:,3.421875,4.25,0.828125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 2136 > 1633? Answer:,2.7890625,3.9375,1.1484375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5545 > 4563? Answer:,3.4296875,4.4296875,1.0,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9964 > 6955? Answer:,2.859375,3.9140625,1.0546875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4682 > 2496? Answer:,3.1640625,4.109375,0.9453125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4761 > 4062? Answer:,2.8984375,3.796875,0.8984375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3890 > 1482? Answer:,3.3984375,4.21875,0.8203125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4008 > 1068? Answer:,3.140625,3.9375,0.796875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 1955 > 1086? Answer:,2.7265625,3.9921875,1.265625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7943 > 6016? Answer:,2.984375,3.828125,0.84375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7270 > 3896? Answer:,2.9140625,3.796875,0.8828125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7453 > 2040? Answer:,3.34375,4.3046875,0.9609375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9105 > 5061? Answer:,2.828125,3.71875,0.890625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9442 > 2285? Answer:,3.078125,4.0625,0.984375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5475 > 4116? Answer:,3.375,4.1875,0.8125,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 5460 > 2990? Answer:,3.15625,3.921875,0.765625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 2495 > 1570? Answer:,2.8984375,3.921875,1.0234375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 3148 > 1647? Answer:,3.1328125,4.046875,0.9140625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 7153 > 4878? Answer:,3.703125,4.5390625,0.8359375,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 6464 > 2977? Answer:,3.40625,4.2109375,0.8046875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 9637 > 1757? Answer:,3.01171875,4.1484375,1.13671875,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4083 > 1363? Answer:,2.96875,4.0078125,1.0390625,0,42,100
Qwen/Qwen3-1.7B,clean,minus,-10.0,15,9,Is 4050 > 3934? Answer:,3.2265625,4.1328125,0.90625,0,42,100
